sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation,smiles
363900408,642197,Chemical Carcinogenesis Research Information System (CCRIS),110-57-6,"trans-1,4-Dichloro-2-butene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(/C=C/CCl)Cl
363900409,12749,Chemical Carcinogenesis Research Information System (CCRIS),693-98-1,2-METHYLIMIDAZOLE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=NC=CN1
363900410,28531,Chemical Carcinogenesis Research Information System (CCRIS),17418-58-5,C.I. DISPERSE RED 60,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C(C=C1)OC2=C(C3=C(C(=C2)O)C(=O)C4=CC=CC=C4C3=O)N
363900411,23662383,Chemical Carcinogenesis Research Information System (CCRIS),126-92-1,SODIUM 2-ETHYLHEXYL SULFATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCC(CC)COS(=O)(=O)[O-].[Na+]
363900412,7184,Chemical Carcinogenesis Research Information System (CCRIS),94-26-8,Butyl p-hydroxybenzoate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCCCOC(=O)C1=CC=C(C=C1)O
363900413,20240,Chemical Carcinogenesis Research Information System (CCRIS),2/3/4247,Isobutyl p-hydroxybenzoate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)COC(=O)C1=CC=C(C=C1)O
363900414,11057,Chemical Carcinogenesis Research Information System (CCRIS),548-62-9,gentian violet,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
363900415,9181,Chemical Carcinogenesis Research Information System (CCRIS),225-51-4,Benz[c]acridine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4N=C32
363900416,9180,Chemical Carcinogenesis Research Information System (CCRIS),225-11-6,Benz[a]acridine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=NC4=CC=CC=C4C=C32
363900417,79373,Chemical Carcinogenesis Research Information System (CCRIS),5395-70-0,5395-70-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNC1=CC=C(C=C1)N.Cl.Cl
363900418,8633,Chemical Carcinogenesis Research Information System (CCRIS),134-09-8,MENTHYL ANTHRANILATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C
363900419,4125253,Chemical Carcinogenesis Research Information System (CCRIS),9004-54-0,DEXTRAN,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O
363900420,72466,Chemical Carcinogenesis Research Information System (CCRIS),9041-93-4,Bleomycin sulfate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
363900421,6321297,Chemical Carcinogenesis Research Information System (CCRIS),70384-29-1,peplomycin sulfate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCN[C@@H](C)C7=CC=CC=C7)O.OS(=O)(=O)O
363900422,149027,Chemical Carcinogenesis Research Information System (CCRIS),63907-83-5,"1-(2,4,6-Trichlorophenyl)-3,3-dimethyltriazene",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)N=NC1=C(C=C(C=C1Cl)Cl)Cl
363900423,99637,Chemical Carcinogenesis Research Information System (CCRIS),50355-75-4,"1-(2,4,6-Tribromophenyl)-3,3-dimethyltriazene",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)N=NC1=C(C=C(C=C1Br)Br)Br
363900424,126355,Chemical Carcinogenesis Research Information System (CCRIS),72041-34-0,72041-34-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CC(=O)C2=C1C3=C4C(=C2)CC5=CC=CC(=C54)C=C3
363900425,24261,Chemical Carcinogenesis Research Information System (CCRIS),14808-60-7,Quartz,20210804,20180514,Governmental Organizations|Legacy Depositors,,O=[Si]=O
363900426,9571066,Chemical Carcinogenesis Research Information System (CCRIS),1010-61-3,4-Hydroxyaminoquinoline 1-oxide hydrochloride,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)/C(=N/O)/C=CN2O.Cl
363900427,146310,Chemical Carcinogenesis Research Information System (CCRIS),16870-90-9,7-Hydroxyxanthine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=NC2=C(N1[O-])C(=O)NC(=O)[NH2+]2
363900428,9323,Chemical Carcinogenesis Research Information System (CCRIS),302-15-8,Methylhydrazine sulfate,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNN.OS(=O)(=O)O
363900429,18761,Chemical Carcinogenesis Research Information System (CCRIS),3343-10-0,3-Methylcholanthrylene,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C2C=CC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1
363900430,29698,Chemical Carcinogenesis Research Information System (CCRIS),19622-55-0,CL 64855,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN1C(=CN=C1C2=NN=C(S2)N)[N+](=O)[O-]
363900431,637563,Chemical Carcinogenesis Research Information System (CCRIS),4180-23-8,trans-Anethole,20210804,20180514,Governmental Organizations|Legacy Depositors,,C/C=C/C1=CC=C(C=C1)OC
363900432,8083,Chemical Carcinogenesis Research Information System (CCRIS),110-91-8,MORPHOLINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1COCCN1
363900433,135672,Chemical Carcinogenesis Research Information System (CCRIS),106671-91-4,106671-91-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)N=O)Cl
363900434,135671,Chemical Carcinogenesis Research Information System (CCRIS),106671-90-3,106671-90-3,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)N=O)[N+](=O)[O-]
363900435,153230,Chemical Carcinogenesis Research Information System (CCRIS),106636-46-8,106636-46-8,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CN2C(=C(N=C2S1)C3=CC=C(C=C3)[N+](=O)[O-])N=O
363900436,153234,Chemical Carcinogenesis Research Information System (CCRIS),106671-89-0,106671-89-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)[N+](=O)[O-])Cl
363900437,146279,Chemical Carcinogenesis Research Information System (CCRIS),16311-38-9,16311-38-9,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)[N+](=O)[O-])[N+](=O)[O-]
363900438,150387,Chemical Carcinogenesis Research Information System (CCRIS),95152-79-7,95152-79-7,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CN2C(=C(N=C2S1)C3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]
363900439,153233,Chemical Carcinogenesis Research Information System (CCRIS),106636-50-4,106636-50-4,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CC=C(C=C1)C2=C(N3CCSC3=N2)[N+](=O)[O-]
363900440,153232,Chemical Carcinogenesis Research Information System (CCRIS),106636-49-1,106636-49-1,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CSC2=NC(=C(N21)[N+](=O)[O-])C3=CC=C(C=C3)Cl
363900441,153231,Chemical Carcinogenesis Research Information System (CCRIS),106636-48-0,106636-48-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CSC2=NC(=C(N21)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-]
363900442,23663944,Chemical Carcinogenesis Research Information System (CCRIS),70055-49-1,"p-(3,3-Dimethyl-1-triazeno)benzoic acid, potassium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)N=NC1=CC=C(C=C1)C(=O)[O-].[K+]
363900443,23674718,Chemical Carcinogenesis Research Information System (CCRIS),114482-40-5,"p-(3-Methyl-1-triazeno)benzoic acid, potassium salt",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN=NNC1=CC=C(C=C1)C(=O)[O-].[K+]
363900444,15558638,Chemical Carcinogenesis Research Information System (CCRIS),584-79-2,Bioallethrin,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C(=O)CC1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C
363900445,,Chemical Carcinogenesis Research Information System (CCRIS),1/7/8018,MANCOZEB,20180514,20180514,Governmental Organizations|Legacy Depositors,,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2]
363900446,2743,Chemical Carcinogenesis Research Information System (CCRIS),10453-89-1,10453-89-1,20190211,20180514,Governmental Organizations|Legacy Depositors,,CC(=CC1C(C1(C)C)C(=O)O)C
363900447,22544,Chemical Carcinogenesis Research Information System (CCRIS),6164-98-3,CHLORDIMEFORM,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=C(C=CC(=C1)Cl)N=CN(C)C
363900448,7334,Chemical Carcinogenesis Research Information System (CCRIS),97-41-6,97-41-6,20190211,20180514,Governmental Organizations|Legacy Depositors,,CCOC(=O)C1C(C1(C)C)C=C(C)C
363900449,2912,Chemical Carcinogenesis Research Information System (CCRIS),52315-07-8,52315-07-8,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
363900450,5284484,Chemical Carcinogenesis Research Information System (CCRIS),9006-42-2,Polyram,20210804,20180514,Governmental Organizations|Legacy Depositors,,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2]
363900451,5053,Chemical Carcinogenesis Research Information System (CCRIS),10453-86-8,resmethrin,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
363900452,4767,Chemical Carcinogenesis Research Information System (CCRIS),26002-80-2,Sumithrin,20190211,20180514,Governmental Organizations|Legacy Depositors,,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C
363900453,,Chemical Carcinogenesis Research Information System (CCRIS),12122-67-7,ZINEB,20180514,20180514,Governmental Organizations|Legacy Depositors,,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2]
363900454,6332,Chemical Carcinogenesis Research Information System (CCRIS),74-96-4,Bromoethane,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCBr
363900455,638186,Chemical Carcinogenesis Research Information System (CCRIS),156-60-5,"TRANS-1,2-DICHLOROETHYLENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(=C/Cl)\Cl
363900456,637929,Chemical Carcinogenesis Research Information System (CCRIS),540-49-8,"1,2-DIBROMOETHYLENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C(=C/Br)\Br
363900457,643757,Chemical Carcinogenesis Research Information System (CCRIS),499-12-7,ACONITIC ACID,20190211,20180514,Governmental Organizations|Legacy Depositors,,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O
363900458,6329,Chemical Carcinogenesis Research Information System (CCRIS),74-89-5,METHYLAMINE,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN
363900459,7293,Chemical Carcinogenesis Research Information System (CCRIS),96-31-1,"N,N-Dimethylurea",20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)C(=O)N
363900460,7752,Chemical Carcinogenesis Research Information System (CCRIS),105-40-8,105-40-8,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCOC(=O)NC
363900461,6899,Chemical Carcinogenesis Research Information System (CCRIS),87-65-0,"2,6-DICHLOROPHENOL",20190211,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)Cl)O)Cl
363900462,6028,Chemical Carcinogenesis Research Information System (CCRIS),58-90-2,"2,3,4,6-TETRACHLOROPHENOL",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl
363900463,3293,Chemical Carcinogenesis Research Information System (CCRIS),91-53-2,ethoxyquin,20190211,20180514,Governmental Organizations|Legacy Depositors,,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
363900464,71961,Chemical Carcinogenesis Research Information System (CCRIS),63358-49-6,Aspoxicillan,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C
363900465,72006,Chemical Carcinogenesis Research Information System (CCRIS),81486-22-8,Nipradilol,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)NCC(COC1=CC=CC2=C1OCC(C2)O[N+](=O)[O-])O
363900466,135168,Chemical Carcinogenesis Research Information System (CCRIS),86247-86-1,Denitronipradilol,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC(C)NCC(COC1=CC=CC2=C1OCC(C2)O)O
363900467,23683938,Chemical Carcinogenesis Research Information System (CCRIS),6381-77-7,SODIUM ERYTHORBATE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C([C@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+]
363900468,68245,Chemical Carcinogenesis Research Information System (CCRIS),528-53-0,Delphinidin,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
363900469,152278,Chemical Carcinogenesis Research Information System (CCRIS),99601-33-9,"3-ETHYL-3H-IMIDAZO[4,5,F]QUINOLIN-2-AMINE",20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN1C2=C(C3=C(C=C2)N=CC=C3)N=C1N
363900470,150550,Chemical Carcinogenesis Research Information System (CCRIS),100757-60-6,1-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=C(C=C5)CCl)C=C3
363900471,56770,Chemical Carcinogenesis Research Information System (CCRIS),94500-46-6,4-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C=C(C5=CC=CC(=C54)C=C3)CCl
363900472,34746,Chemical Carcinogenesis Research Information System (CCRIS),29852-26-4,5-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C3=C4C(=CC2=C1)C(=CC5=CC=CC(=C54)C=C3)CCl
363900473,39558,Chemical Carcinogenesis Research Information System (CCRIS),49852-84-8,6-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C4C(=C2CCl)C=CC5=CC=CC(=C54)C=C3
363900474,55561,Chemical Carcinogenesis Research Information System (CCRIS),86803-19-2,10-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC2=C3C(=C1)C=CC4=C5C(=CC(=C43)C=C2)C=CC=C5CCl
363900475,56771,Chemical Carcinogenesis Research Information System (CCRIS),94500-54-6,11-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C(=CC5=CC=C4)CCl
363900476,56769,Chemical Carcinogenesis Research Information System (CCRIS),94500-44-4,12-CHLOROMETHYLBENZO[A]PYRENE,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C=C(C5=CC=C4)CCl
363900477,13887579,Chemical Carcinogenesis Research Information System (CCRIS),57294-74-3,N4-Aminocytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CN(C(=O)N=C1NN)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900478,148596,Chemical Carcinogenesis Research Information System (CCRIS),52725-05-0,N4-Amino-2'-deoxycytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1[C@@H]([C@H](O[C@@H]1N2C=CC(=NC2=O)NN)CO)O
363900479,127734,Chemical Carcinogenesis Research Information System (CCRIS),100997-69-1,N-(Methylamino)cytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNNC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900480,149094,Chemical Carcinogenesis Research Information System (CCRIS),100997-68-0,N-Amino-N-methylcytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N
363900481,149101,Chemical Carcinogenesis Research Information System (CCRIS),100997-67-9,N-((2-Hydroxyethyl)amino)cytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CN(C(=O)N=C1NNCCO)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900482,149097,Chemical Carcinogenesis Research Information System (CCRIS),100997-66-8,N-Amino-N-(2-hydroxyethyl)cytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CN(C(=O)N=C1N(CCO)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900483,149099,Chemical Carcinogenesis Research Information System (CCRIS),100997-65-7,N-(Dimethylamino)cytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CN(C)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900484,149098,Chemical Carcinogenesis Research Information System (CCRIS),100997-64-6,N-Methyl-N-(methylamino)cytidine,20210804,20180514,Governmental Organizations|Legacy Depositors,,CNN(C)C1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
363900485,152277,Chemical Carcinogenesis Research Information System (CCRIS),99601-32-8,99601-32-8,20210804,20180514,Governmental Organizations|Legacy Depositors,,CCN1C2=C(C3=C(C=C2C)N=CC=C3)N=C1N
363900486,62275,Chemical Carcinogenesis Research Information System (CCRIS),77500-04-0,77500-04-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N
363900487,119308,Chemical Carcinogenesis Research Information System (CCRIS),78411-56-0,78411-56-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,CC1=CN=C2C(=N1)C=CC3=C2N=C(N3C)N
363900488,58130,Chemical Carcinogenesis Research Information System (CCRIS),100924-64-9,5-Hydroxymethylchrysene sulfate,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C(=CC4=CC=CC=C34)COS(=O)(=O)O
363900489,49839,Chemical Carcinogenesis Research Information System (CCRIS),67411-86-3,5-Hydroxymethylchrysene,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C=CC3=C2C(=CC4=CC=CC=C34)CO
363900490,18356,Chemical Carcinogenesis Research Information System (CCRIS),3096-52-4,2-Nitro-9-fluorenone,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-]
363900491,38347,Chemical Carcinogenesis Research Information System (CCRIS),39800-16-3,4-Hydroperoxycyclophosphamide,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1COP(=O)(NC1OO)N(CCCl)CCCl
363900492,24837908,Chemical Carcinogenesis Research Information System (CCRIS),84210-80-0,"2,4-Tetrahydrocyclohexylamine",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1CCC(CC1)N.C1CO[P@@](=O)(N[C@@H]1SCCS(=O)(=O)O)N(CCCl)CCCl
363900493,155424,Chemical Carcinogenesis Research Information System (CCRIS),14703-71-0,2-Nitro-3-aminophenol,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)O)[N+](=O)[O-])N
363900494,4115495,Chemical Carcinogenesis Research Information System (CCRIS),603-85-0,603-85-0,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)O)N)[N+](=O)[O-]
363900495,5127291,Chemical Carcinogenesis Research Information System (CCRIS),603-87-2,603-87-2,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C(=C1)[N+](=O)[O-])O)N
363900496,155432,Chemical Carcinogenesis Research Information System (CCRIS),16292-86-7,2-Nitro-5-aminophenol,20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC(=C(C=C1N)O)[N+](=O)[O-]
363900497,150519,Chemical Carcinogenesis Research Information System (CCRIS),99520-58-8,"8-HYDROXYINDENO[1,2,3-CD]PYRENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C4C2=C(C5=CC=CC6=C5C4=C(C=C6)C=C3)O
363900498,150520,Chemical Carcinogenesis Research Information System (CCRIS),99520-59-9,"9-HYDROXYINDENO[1,2,3-CD]PYRENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC2=C3C(=C1)C=C4C5=C(C=CC=C5O)C6=C4C3=C(C=C2)C=C6
363900499,163694,Chemical Carcinogenesis Research Information System (CCRIS),99520-57-7,"TRANS-1,2-DIHYDRO-1,2-DIHYDROXYINDENO[1,2-CD]PYRENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=CC4=CC=CC5=C4C6=C(C=C5)[C@H]([C@@H](C2=C36)O)O
363900500,152185,Chemical Carcinogenesis Research Information System (CCRIS),99520-66-8,"2-HYDROXYINDENO[1,2,3-CD]PYRENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=CC4=CC=CC5=C4C6=C3C2=CC(=C6C=C5)O
363900501,152184,Chemical Carcinogenesis Research Information System (CCRIS),99520-65-7,"1-HYDROXYINDENO[1,2,3-CD]PYRENE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=CC4=CC=CC5=C4C6=C3C2=C(C=C6C=C5)O
363900502,150519,Chemical Carcinogenesis Research Information System (CCRIS),99520-67-9,"6-Hydroxyindeno[1,2,3-cd]pyrene",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=C4C2=C(C5=CC=CC6=C5C4=C(C=C6)C=C3)O
363900503,150521,Chemical Carcinogenesis Research Information System (CCRIS),99520-64-6,"INDENO[1,2,3-CD]PYRENE-1,2-EPOXIDE",20210804,20180514,Governmental Organizations|Legacy Depositors,,C1=CC=C2C(=C1)C3=CC4=CC=CC5=C4C6=C(C=C5)C7C(C2=C36)O7
